asset_id,received,condition,inventory_age_days,location_verified,ts,source
A1037,False,NORMAL,8.8,True,1786066601.8560588,warehouse_iot
A1038,False,NORMAL,23.9,True,1785872798.856063,warehouse_iot
A1039,False,NORMAL,27.1,True,1786614983.8560672,warehouse_iot
A1040,False,NORMAL,1.7,True,1787325393.856071,warehouse_iot
A1041,False,DAMAGED,20.0,True,1786156276.856075,warehouse_iot
A1042,False,DAMAGED,12.4,True,1787127685.8560798,warehouse_iot
A1043,False,NORMAL,36.7,True,1786701644.856085,warehouse_iot
A1044,True,NORMAL,13.8,True,1785476934.856089,warehouse_iot
A1045,True,NORMAL,0,True,1786033237.856093,warehouse_iot
A1046,False,NORMAL,18.4,True,1785684701.856098,warehouse_iot
A1047,True,NORMAL,3.0,True,1786769382.856102,warehouse_iot
A1048,True,NORMAL,15.9,True,1785829904.856106,warehouse_iot
A1049,False,NORMAL,0,True,1786025736.85611,warehouse_iot
A1050,False,DAMAGED,6.2,True,1787320942.856114,warehouse_iot
A1051,False,NORMAL,12.6,True,1786464645.856118,warehouse_iot
A1052,False,NORMAL,35.9,True,1787800118.856122,warehouse_iot
A1053,True,NORMAL,0,True,1785584097.856126,warehouse_iot
A1054,False,NORMAL,0,True,1787039835.8561301,warehouse_iot
A1055,False,NORMAL,6.3,True,1786277719.856134,warehouse_iot
A1056,False,DETERIORATED,26.7,True,1786638171.856138,warehouse_iot
A1057,False,NORMAL,23.1,True,1786004396.856142,warehouse_iot
A1058,False,NORMAL,1.9,True,1787560826.856147,warehouse_iot
A1059,False,NORMAL,26.1,True,1786128665.856151,warehouse_iot
A1060,False,DETERIORATED,7.1,True,1786457902.8561559,warehouse_iot
A1061,False,NORMAL,35.6,True,1785917988.85616,warehouse_iot
A1062,False,NORMAL,30.5,True,1787752697.856164,warehouse_iot
A1063,False,DETERIORATED,28.7,True,1786366667.8561668,warehouse_iot
A1064,False,NORMAL,0,True,1787022662.856171,warehouse_iot
A1065,True,NORMAL,28.8,True,1786086786.8561761,warehouse_iot
A1066,True,NORMAL,41.8,True,1785774314.856179,warehouse_iot
A1067,False,DETERIORATED,3.8,True,1786897270.856183,warehouse_iot
A1068,False,NORMAL,0,True,1787798835.8561869,warehouse_iot
A1069,True,NORMAL,8.0,True,1786265344.856191,warehouse_iot
A1070,True,NORMAL,9.2,True,1786088470.856195,warehouse_iot
A1071,False,NORMAL,0,True,1786330149.856199,warehouse_iot
A1072,False,DETERIORATED,0,True,1786858622.856203,warehouse_iot
A1073,True,NORMAL,22.1,True,1786419748.8562071,warehouse_iot
A1074,True,NORMAL,11.9,True,1787383282.856212,warehouse_iot
A1075,True,NORMAL,21.4,True,1785838812.856216,warehouse_iot
A1076,False,NORMAL,32.4,True,1786654482.85622,warehouse_iot
A1077,False,NORMAL,53.7,True,1786053814.856225,warehouse_iot
A1078,False,NORMAL,24.5,True,1787019175.856229,warehouse_iot
A1079,False,NORMAL,30.9,True,1785633571.856233,warehouse_iot
A1080,True,NORMAL,12.0,True,1785754117.8562372,warehouse_iot
A1081,False,NORMAL,12.1,True,1787852990.856241,warehouse_iot
A1082,False,NORMAL,22.5,True,1787696330.856246,warehouse_iot
A1083,False,DAMAGED,0,True,1786712985.85625,warehouse_iot
A1084,True,NORMAL,24.3,True,1785611082.8562539,warehouse_iot
A1085,False,NORMAL,32.4,True,1786614082.856259,warehouse_iot
A1086,False,NORMAL,31.0,True,1786555888.8562639,warehouse_iot
A1087,False,NORMAL,12.1,True,1786134839.856268,warehouse_iot
A1088,False,NORMAL,12.2,True,1787457879.856273,warehouse_iot
A1089,True,NORMAL,18.7,True,1787622770.856277,warehouse_iot
A1090,False,NORMAL,26.6,True,1785602991.85628,warehouse_iot
A1091,True,NORMAL,25.4,True,1786361754.8562849,warehouse_iot
A1092,False,NORMAL,0,True,1786883416.856289,warehouse_iot
A1093,False,NORMAL,17.5,True,1787344585.8562932,warehouse_iot
A1094,False,NORMAL,39.9,True,1786491376.856298,warehouse_iot
A1095,False,DETERIORATED,0,True,1786906534.856301,warehouse_iot
A1096,True,DAMAGED,0,True,1786653494.8563058,warehouse_iot
A1097,False,NORMAL,11.5,True,1785992194.856309,warehouse_iot
A1098,False,NORMAL,10.8,True,1785658794.856313,warehouse_iot
A1099,False,NORMAL,29.3,True,1787331292.856318,warehouse_iot
A1100,False,DETERIORATED,23.3,True,1787202057.856322,warehouse_iot
A1101,False,NORMAL,0,True,1787536587.8563251,warehouse_iot
A1102,True,NORMAL,17.4,True,1787881082.85633,warehouse_iot
A1103,False,NORMAL,54.0,True,1787714337.856334,warehouse_iot
A1104,False,NORMAL,1.7,True,1786887871.856338,warehouse_iot
A1105,False,NORMAL,46.9,True,1785640190.856342,warehouse_iot
A1106,False,NORMAL,16.7,True,1785890543.8563461,warehouse_iot
A1107,False,NORMAL,15.7,True,1785923244.85635,warehouse_iot
A1108,True,NORMAL,49.2,False,1786032173.856354,warehouse_iot
A1109,False,NORMAL,0,True,1785641343.8563578,warehouse_iot
A1110,False,NORMAL,5.3,True,1785786825.8563619,warehouse_iot
A1111,False,NORMAL,0,True,1786583953.856367,warehouse_iot
A1112,False,NORMAL,14.2,True,1786148653.856371,warehouse_iot
A1113,False,NORMAL,9.2,True,1785432079.856375,warehouse_iot
A1114,False,NORMAL,24.7,True,1786188935.8563788,warehouse_iot
A1115,False,NORMAL,36.1,True,1785866309.856383,warehouse_iot
A1116,False,NORMAL,42.5,False,1785658004.856386,warehouse_iot
A1117,False,NORMAL,32.2,True,1787243379.856392,warehouse_iot
A1118,True,NORMAL,37.1,True,1787421749.856396,warehouse_iot
A1119,False,NORMAL,30.5,True,1786002281.856401,warehouse_iot
A1120,True,NORMAL,11.4,True,1787280526.856405,warehouse_iot
A1121,False,NORMAL,31.1,True,1787539039.856409,warehouse_iot
A1122,False,NORMAL,19.6,True,1786348708.856413,warehouse_iot
A1123,True,NORMAL,0,True,1786616833.856417,warehouse_iot
A1124,False,NORMAL,5.8,True,1785856647.8564212,warehouse_iot
A1125,False,NORMAL,6.2,True,1786148553.856426,warehouse_iot
A1126,False,NORMAL,21.3,True,1787682281.856431,warehouse_iot
A1127,False,NORMAL,28.1,True,1787473191.856435,warehouse_iot
A1128,False,NORMAL,28.6,True,1787754848.856439,warehouse_iot
A1129,False,NORMAL,3.3,True,1787427953.8564422,warehouse_iot
A1130,False,NORMAL,15.1,True,1785665121.856447,warehouse_iot
A1131,False,NORMAL,31.1,True,1787574574.856451,warehouse_iot
A1132,False,NORMAL,22.5,True,1786312994.8564548,warehouse_iot
A1133,True,NORMAL,11.1,True,1785412722.856459,warehouse_iot
A1134,False,NORMAL,48.7,True,1787433745.8564632,warehouse_iot
A1135,True,NORMAL,28.4,True,1787231359.856467,warehouse_iot
A1136,True,NORMAL,38.2,True,1787088570.856471,warehouse_iot
A1137,False,NORMAL,20.3,True,1785518929.8564749,warehouse_iot
A1138,False,NORMAL,63.2,True,1785461964.856479,warehouse_iot
A1139,False,NORMAL,8.3,True,1787406644.856483,warehouse_iot
A1140,False,DETERIORATED,0.4,True,1786135998.8564868,warehouse_iot
A1141,True,NORMAL,0,True,1786546935.856492,warehouse_iot
A1142,False,NORMAL,37.3,True,1786199434.856496,warehouse_iot
A1143,True,NORMAL,14.1,True,1786536489.8565,warehouse_iot
A1144,False,NORMAL,10.0,True,1786429730.856504,warehouse_iot
A1145,False,NORMAL,13.7,True,1786372174.856508,warehouse_iot
A1146,True,NORMAL,29.7,True,1785562619.856512,warehouse_iot
A1147,True,NORMAL,18.9,True,1787085446.8565161,warehouse_iot
A1148,False,NORMAL,10.0,True,1786761196.856521,warehouse_iot
A1149,True,DETERIORATED,35.0,False,1787861894.856525,warehouse_iot
A1150,False,NORMAL,35.4,True,1785914783.856529,warehouse_iot
A1151,False,NORMAL,22.7,True,1787441596.856533,warehouse_iot
A1152,False,NORMAL,9.0,True,1786814538.856537,warehouse_iot
A1153,False,NORMAL,7.2,True,1785516840.856541,warehouse_iot
A1154,False,DAMAGED,21.1,True,1787708626.856545,warehouse_iot
A1155,False,DETERIORATED,6.2,True,1786421511.856549,warehouse_iot
A1156,False,NORMAL,0,True,1785994783.856554,warehouse_iot
A1157,False,DETERIORATED,2.5,True,1786641348.856558,warehouse_iot
A1158,True,NORMAL,4.0,True,1786331811.856562,warehouse_iot
A1159,False,NORMAL,30.2,True,1787773000.856566,warehouse_iot
A1160,True,NORMAL,42.6,True,1786358685.856571,warehouse_iot
A1161,False,NORMAL,13.3,True,1786168474.856575,warehouse_iot
A1162,True,NORMAL,16.4,True,1787562652.856579,warehouse_iot
A1163,False,NORMAL,30.9,True,1787920588.8565829,warehouse_iot
A1164,False,NORMAL,33.4,True,1787412563.8565881,warehouse_iot
A1165,False,NORMAL,42.4,True,1787655906.856592,warehouse_iot
A1166,True,NORMAL,31.1,True,1787908714.856597,warehouse_iot
A1167,False,NORMAL,17.2,True,1786057217.856601,warehouse_iot
A1168,False,NORMAL,0,True,1786430189.8566048,warehouse_iot
A1169,False,NORMAL,39.2,True,1787020909.856611,warehouse_iot
A1170,True,NORMAL,0,True,1785541724.8566148,warehouse_iot
A1171,True,NORMAL,28.7,True,1785599667.8566191,warehouse_iot
A1172,False,NORMAL,25.0,True,1786171540.8566232,warehouse_iot
A1173,False,NORMAL,38.5,False,1785344609.856627,warehouse_iot
A1174,True,NORMAL,23.1,True,1785493290.856632,warehouse_iot
A1175,False,NORMAL,1.1,True,1787790034.8566358,warehouse_iot
A1176,False,NORMAL,4.7,True,1786540336.856642,warehouse_iot
A1177,False,DETERIORATED,26.7,True,1785764388.8566458,warehouse_iot
A1178,True,NORMAL,0,True,1787316263.856651,warehouse_iot
A1179,True,NORMAL,34.6,True,1785508538.8566551,warehouse_iot
A1180,True,NORMAL,11.6,True,1787317260.856658,warehouse_iot
A1181,False,NORMAL,20.7,True,1787271665.856663,warehouse_iot
A1182,False,NORMAL,42.8,True,1787661157.8566668,warehouse_iot
A1183,True,NORMAL,0,True,1786016230.856671,warehouse_iot
A1184,True,NORMAL,23.4,True,1785486365.8566751,warehouse_iot
A1185,False,DAMAGED,22.1,True,1785918796.85668,warehouse_iot
A1186,False,NORMAL,15.1,True,1785516200.856684,warehouse_iot
A1187,False,NORMAL,12.4,True,1787063189.856688,warehouse_iot
A1188,False,NORMAL,6.0,True,1785550085.856692,warehouse_iot
A1189,True,NORMAL,28.8,True,1785793485.8566961,warehouse_iot
A1190,False,NORMAL,26.6,True,1787534289.8567,warehouse_iot
A1191,False,NORMAL,9.8,True,1786172925.856704,warehouse_iot
A1192,False,NORMAL,26.7,True,1785592758.856708,warehouse_iot
A1193,True,NORMAL,10.9,True,1786062802.8567119,warehouse_iot
A1194,False,NORMAL,3.6,True,1787596646.856716,warehouse_iot
A1195,True,NORMAL,12.6,True,1785380863.85672,warehouse_iot
A1196,False,NORMAL,19.9,True,1786790599.856724,warehouse_iot
A1197,False,NORMAL,4.8,False,1785588256.856728,warehouse_iot
A1198,False,NORMAL,0,True,1786880289.856731,warehouse_iot
A1199,False,NORMAL,4.4,True,1786435469.856735,warehouse_iot
A1200,True,NORMAL,5.8,True,1785832023.85674,warehouse_iot
A1201,False,NORMAL,18.8,True,1786399577.856745,warehouse_iot
A1202,False,NORMAL,28.9,True,1786702722.85675,warehouse_iot
A1203,False,NORMAL,17.9,True,1785505656.8567538,warehouse_iot
A1204,True,NORMAL,38.1,True,1787288881.856758,warehouse_iot
A1205,False,NORMAL,0,True,1787607341.8567622,warehouse_iot
A1206,False,NORMAL,4.5,True,1787777706.856767,warehouse_iot
A1207,False,NORMAL,35.5,True,1786487027.856771,warehouse_iot
A1208,True,NORMAL,19.8,True,1786700150.8567748,warehouse_iot
A1209,True,NORMAL,2.6,True,1786229312.856779,warehouse_iot
A1210,True,NORMAL,21.0,True,1786561593.8567839,warehouse_iot
A1211,False,NORMAL,25.4,True,1786311057.856788,warehouse_iot
A1212,False,NORMAL,6.0,True,1786275816.856792,warehouse_iot
A1213,True,NORMAL,18.4,True,1785594065.8567958,warehouse_iot
A1214,False,NORMAL,26.6,True,1787668667.856801,warehouse_iot
A1215,False,NORMAL,20.1,True,1785353884.856805,warehouse_iot
A1216,False,NORMAL,0,True,1787881069.856809,warehouse_iot
A1217,True,DETERIORATED,0.8,True,1785552287.856813,warehouse_iot
A1218,False,NORMAL,0,True,1786635701.856817,warehouse_iot
A1219,False,NORMAL,49.5,True,1785642525.856822,warehouse_iot
A1220,False,NORMAL,44.8,True,1785446576.856826,warehouse_iot
A1221,False,NORMAL,2.9,True,1786593046.85683,warehouse_iot
A1222,True,NORMAL,32.9,True,1785831158.856834,warehouse_iot
A1223,False,NORMAL,24.8,True,1786411113.856838,warehouse_iot
A1224,False,NORMAL,0,True,1786714918.856842,warehouse_iot
A1225,False,DETERIORATED,2.2,True,1786889695.856846,warehouse_iot
A1226,False,NORMAL,5.5,True,1785587863.8568509,warehouse_iot
A1227,False,NORMAL,43.2,True,1786506001.8568552,warehouse_iot
A1228,False,NORMAL,17.8,True,1787356683.856859,warehouse_iot
A1229,False,NORMAL,13.0,True,1786685222.856863,warehouse_iot
A1230,False,NORMAL,15.6,True,1785861454.856867,warehouse_iot
A1231,True,NORMAL,23.2,True,1786146258.856871,warehouse_iot
A1232,True,NORMAL,6.3,True,1787150466.856875,warehouse_iot
A1233,False,NORMAL,44.9,True,1787835068.8568802,warehouse_iot
A1234,True,NORMAL,9.0,True,1786347663.856884,warehouse_iot
A1235,False,NORMAL,0.1,True,1787913553.856888,warehouse_iot
A1236,False,DETERIORATED,22.6,True,1787789137.8568919,warehouse_iot
A1237,False,NORMAL,0,True,1786386464.856896,warehouse_iot
A1238,True,NORMAL,9.7,True,1786137564.8569002,warehouse_iot
A1239,True,NORMAL,0.8,True,1785355168.856904,warehouse_iot
A1240,False,NORMAL,0,True,1787132996.856908,warehouse_iot
A1241,True,NORMAL,12.1,True,1785592975.856912,warehouse_iot
A1242,False,NORMAL,17.6,True,1787575500.856916,warehouse_iot
A1243,True,NORMAL,12.5,True,1787520260.85692,warehouse_iot
A1244,False,NORMAL,7.9,True,1786779204.8569238,warehouse_iot
A1245,True,NORMAL,13.5,True,1787744795.856928,warehouse_iot
A1246,False,NORMAL,28.1,True,1785982689.856933,warehouse_iot
A1247,False,NORMAL,22.0,True,1786237986.856938,warehouse_iot
A1248,False,NORMAL,14.5,True,1785652045.8569422,warehouse_iot
A1249,False,NORMAL,47.0,True,1786591507.8569448,warehouse_iot
A1250,False,NORMAL,16.2,True,1785551244.856949,warehouse_iot
A1251,True,NORMAL,0.2,True,1786616034.856954,warehouse_iot
A1252,True,NORMAL,41.6,True,1785397195.856958,warehouse_iot
A1253,True,NORMAL,31.2,True,1786379226.856962,warehouse_iot
A1254,False,NORMAL,36.7,True,1786035197.856967,warehouse_iot
A1255,True,NORMAL,19.5,True,1786765364.856971,warehouse_iot
A1256,False,NORMAL,13.5,True,1786519548.856975,warehouse_iot
A1257,False,NORMAL,18.7,True,1786357357.856979,warehouse_iot
A1258,False,NORMAL,31.7,True,1785473868.8569841,warehouse_iot
A1259,False,NORMAL,0,True,1787436336.856988,warehouse_iot
A1260,False,NORMAL,31.6,True,1786762129.856993,warehouse_iot
A1261,True,NORMAL,19.5,True,1787622910.856997,warehouse_iot
A1262,True,NORMAL,9.5,True,1785688492.857001,warehouse_iot
A1263,True,NORMAL,16.0,True,1787102007.8570051,warehouse_iot
A1264,False,NORMAL,21.6,True,1785707250.857009,warehouse_iot
A1265,False,NORMAL,0,True,1786943272.857013,warehouse_iot
A1266,False,NORMAL,45.2,True,1786590417.857017,warehouse_iot
A1267,False,NORMAL,0,True,1787281490.8570209,warehouse_iot
A1268,True,NORMAL,0,True,1785420611.857025,warehouse_iot
A1269,True,NORMAL,29.5,True,1787459746.8570292,warehouse_iot
A1270,False,DETERIORATED,25.8,True,1785475165.857033,warehouse_iot
A1271,False,DETERIORATED,32.3,True,1786300575.857037,warehouse_iot
A1272,False,NORMAL,34.7,True,1785529139.857041,warehouse_iot
A1273,True,NORMAL,37.0,True,1786164851.8570461,warehouse_iot
A1274,False,NORMAL,0,True,1786057016.8570502,warehouse_iot
A1275,True,NORMAL,0,True,1786531551.857054,warehouse_iot
A1276,True,NORMAL,6.3,True,1786818176.857058,warehouse_iot
A1277,False,NORMAL,58.8,True,1787149544.8570619,warehouse_iot
A1278,False,NORMAL,16.0,True,1786731246.857066,warehouse_iot
A1279,False,NORMAL,4.0,True,1786394085.85707,warehouse_iot
A1280,True,NORMAL,36.5,True,1787075473.857074,warehouse_iot
A1281,True,NORMAL,0.8,True,1786703501.857078,warehouse_iot
A1282,False,NORMAL,10.4,True,1787694329.8570821,warehouse_iot
A1283,False,NORMAL,10.2,True,1786375789.857086,warehouse_iot
A1284,False,NORMAL,11.5,True,1787557778.8570912,warehouse_iot
A1285,True,NORMAL,9.3,True,1786848609.857096,warehouse_iot
A1286,True,DAMAGED,33.9,True,1787459586.857101,warehouse_iot
A1287,False,NORMAL,36.1,True,1786609674.857106,warehouse_iot
A1288,True,NORMAL,0,True,1786203479.857111,warehouse_iot
A1289,False,NORMAL,19.6,True,1787003634.8571148,warehouse_iot
A1290,False,NORMAL,15.4,True,1785500171.857119,warehouse_iot
A1291,True,NORMAL,6.0,True,1787211886.8571231,warehouse_iot
A1292,False,NORMAL,42.2,True,1785627975.857128,warehouse_iot
A1293,False,NORMAL,40.2,True,1786091407.857132,warehouse_iot
A1294,True,NORMAL,9.3,True,1786449576.857136,warehouse_iot
A1295,True,NORMAL,10.8,True,1787327733.85714,warehouse_iot
A1296,False,NORMAL,25.5,False,1786330496.857144,warehouse_iot
A1297,True,NORMAL,11.9,True,1785932641.857148,warehouse_iot
A1298,False,NORMAL,28.4,False,1786447855.857152,warehouse_iot
A1299,False,NORMAL,17.1,True,1786629999.857156,warehouse_iot
A1300,False,NORMAL,21.9,True,1786723500.8571599,warehouse_iot
A1301,True,NORMAL,40.7,True,1786138198.8571641,warehouse_iot
A1302,True,NORMAL,24.2,True,1785554292.857168,warehouse_iot
A1303,True,NORMAL,25.2,True,1786262431.857172,warehouse_iot
A1304,False,NORMAL,17.2,True,1785887388.857175,warehouse_iot
A1305,False,NORMAL,21.2,True,1785882490.857179,warehouse_iot
A1306,True,NORMAL,18.8,True,1787487362.857183,warehouse_iot
A1307,False,NORMAL,27.2,True,1786882171.857188,warehouse_iot
A1308,False,NORMAL,25.9,True,1786164425.857192,warehouse_iot
A1309,False,NORMAL,26.7,True,1785476872.857197,warehouse_iot
A1310,False,NORMAL,36.2,True,1786025206.8572009,warehouse_iot
A1311,True,NORMAL,0,True,1785848865.857205,warehouse_iot
A1312,True,NORMAL,16.0,True,1786331060.8572092,warehouse_iot
A1313,True,NORMAL,0.9,True,1787245085.857214,warehouse_iot
A1314,True,NORMAL,23.7,True,1786104582.857218,warehouse_iot
A1315,False,DETERIORATED,20.6,True,1786030373.8572218,warehouse_iot
A1316,False,NORMAL,14.0,True,1787540412.857226,warehouse_iot
A1317,True,NORMAL,23.9,True,1787053020.8572302,warehouse_iot
A1318,True,NORMAL,36.4,True,1787419315.857234,warehouse_iot
A1319,False,DETERIORATED,0,True,1786118784.857238,warehouse_iot
A1320,False,NORMAL,24.3,True,1786903828.857242,warehouse_iot
A1321,False,NORMAL,0,True,1787601011.857246,warehouse_iot
A1322,False,NORMAL,2.5,True,1787442972.85725,warehouse_iot
A1323,False,DETERIORATED,23.3,True,1787164475.857253,warehouse_iot
A1324,False,NORMAL,40.8,True,1785908723.857257,warehouse_iot
A1325,False,NORMAL,35.4,True,1786963273.857261,warehouse_iot
A1326,False,NORMAL,36.1,True,1785421366.857266,warehouse_iot
A1327,False,NORMAL,1.9,True,1787523536.85727,warehouse_iot
A1328,False,NORMAL,26.4,True,1787772582.857274,warehouse_iot
A1329,True,NORMAL,5.1,True,1787281593.857279,warehouse_iot
A1330,True,NORMAL,44.1,True,1785703642.857284,warehouse_iot
A1331,False,DETERIORATED,17.5,True,1787801974.857288,warehouse_iot
A1332,False,DETERIORATED,3.8,True,1786509470.8572931,warehouse_iot
A1333,False,NORMAL,38.4,True,1786941704.857297,warehouse_iot
A1334,False,NORMAL,30.9,True,1786452136.857301,warehouse_iot
A1335,False,NORMAL,36.3,True,1785721481.857305,warehouse_iot
A1336,False,NORMAL,4.4,True,1787281723.8573089,warehouse_iot
A1337,True,NORMAL,30.2,True,1785625019.857314,warehouse_iot
A1338,False,NORMAL,37.6,True,1787546942.857318,warehouse_iot
A1339,False,NORMAL,3.8,True,1785569378.857322,warehouse_iot
A1340,False,NORMAL,11.8,True,1786506475.857326,warehouse_iot
A1341,False,NORMAL,28.0,True,1786615205.8573298,warehouse_iot
A1342,True,NORMAL,20.6,True,1786803419.857334,warehouse_iot
A1343,True,NORMAL,30.5,True,1786487203.857339,warehouse_iot
A1344,False,NORMAL,13.1,True,1786065919.857343,warehouse_iot
A1345,True,NORMAL,18.4,True,1785424676.8573482,warehouse_iot
A1346,False,NORMAL,22.5,False,1787934828.857352,warehouse_iot
A1347,False,NORMAL,10.4,True,1787160073.857356,warehouse_iot
A1348,False,NORMAL,16.2,True,1787767772.85736,warehouse_iot
A1349,False,NORMAL,32.7,True,1787815450.857364,warehouse_iot
A1350,False,NORMAL,16.1,True,1786360247.857368,warehouse_iot
A1351,False,NORMAL,21.6,True,1786019812.8573718,warehouse_iot
A1352,True,NORMAL,0,True,1787372915.857376,warehouse_iot
A1353,False,NORMAL,20.6,True,1786165704.8573802,warehouse_iot
A1354,False,NORMAL,17.2,True,1785881072.857384,warehouse_iot
A1355,True,NORMAL,0,True,1787780606.857388,warehouse_iot
A1356,False,NORMAL,31.2,True,1787217221.8573928,warehouse_iot
A1357,False,NORMAL,25.9,True,1787419951.857397,warehouse_iot
A1358,False,NORMAL,1.1,True,1786828476.8574011,warehouse_iot
A1359,False,NORMAL,10.9,False,1785977344.857405,warehouse_iot
A1360,False,NORMAL,23.6,True,1786887281.85741,warehouse_iot
A1361,False,NORMAL,14.7,True,1786254298.857414,warehouse_iot
A1362,False,NORMAL,26.2,True,1786378750.8574169,warehouse_iot
A1363,True,NORMAL,21.3,True,1787312929.8574212,warehouse_iot
A1364,False,NORMAL,26.0,True,1787812588.857425,warehouse_iot
A1365,False,NORMAL,2.0,True,1787269980.85743,warehouse_iot
A1366,False,DAMAGED,17.9,True,1786320805.857435,warehouse_iot
A1367,False,NORMAL,10.1,True,1787491013.857439,warehouse_iot
A1368,False,NORMAL,1.5,True,1787674949.857443,warehouse_iot
A1369,True,NORMAL,0,True,1787178821.857447,warehouse_iot
A1370,True,NORMAL,5.0,True,1786371783.857451,warehouse_iot
A1371,False,NORMAL,20.8,True,1786141296.857455,warehouse_iot
A1372,False,NORMAL,8.3,True,1786886443.85746,warehouse_iot
A1373,False,NORMAL,22.1,True,1787836181.857465,warehouse_iot
A1374,False,DETERIORATED,23.8,True,1786636503.8574688,warehouse_iot
A1375,True,NORMAL,6.2,True,1785877459.8574731,warehouse_iot
A1376,False,NORMAL,10.6,True,1786728300.8574772,warehouse_iot
A1377,False,NORMAL,16.3,True,1786885597.857481,warehouse_iot
A1378,False,NORMAL,32.1,True,1786350387.857485,warehouse_iot
A1379,True,NORMAL,42.5,True,1786330552.8574889,warehouse_iot
A1380,False,NORMAL,26.5,True,1786278821.857493,warehouse_iot
A1381,False,NORMAL,33.0,True,1786636490.857497,warehouse_iot
A1382,True,NORMAL,11.0,True,1787189734.857501,warehouse_iot
A1383,False,NORMAL,10.7,True,1785478603.857505,warehouse_iot
A1384,False,DAMAGED,14.8,True,1786352282.8575091,warehouse_iot
A1385,False,NORMAL,8.1,True,1787855404.857513,warehouse_iot
A1386,False,DETERIORATED,8.2,True,1787388867.8575182,warehouse_iot
A1387,False,DETERIORATED,27.2,True,1786752850.857522,warehouse_iot
A1388,False,NORMAL,12.9,True,1785579177.857526,warehouse_iot
A1389,False,NORMAL,41.2,False,1786609677.85753,warehouse_iot
A1390,False,DETERIORATED,32.9,True,1785449270.857534,warehouse_iot
A1391,False,NORMAL,24.6,True,1787744277.857538,warehouse_iot
A1392,False,NORMAL,13.0,True,1786692978.857543,warehouse_iot
A1393,False,NORMAL,26.4,True,1787454568.857547,warehouse_iot
A1394,True,NORMAL,46.7,True,1786781617.857551,warehouse_iot
A1395,False,NORMAL,9.1,True,1786684530.857555,warehouse_iot
A1396,False,NORMAL,36.1,True,1787170996.857559,warehouse_iot
A1397,False,DETERIORATED,25.3,True,1785758135.857564,warehouse_iot
A1398,False,NORMAL,20.4,True,1787583164.857568,warehouse_iot
A1399,False,NORMAL,41.7,False,1787628795.857572,warehouse_iot
A1400,False,NORMAL,0,True,1785655021.8575768,warehouse_iot
A1401,False,NORMAL,16.3,True,1787735826.8575811,warehouse_iot
A1402,False,NORMAL,26.0,True,1787550429.857586,warehouse_iot
A1403,False,NORMAL,0,True,1786933197.85759,warehouse_iot
A1404,False,NORMAL,43.6,True,1787031493.857594,warehouse_iot
A1405,False,DAMAGED,14.7,True,1786454717.857598,warehouse_iot
A1406,False,DAMAGED,4.4,True,1787936787.857604,warehouse_iot
