asset_id,invoice_id,issued,disputed,payment_delay_days,ts,source
A1157,,False,False,2.7,1786630548.856558,invoice_system
A1158,,False,False,16.2,1786378611.856562,invoice_system
A1159,,False,False,5.1,1787747800.856566,invoice_system
A1160,INV21160,True,False,0,1786380285.856571,invoice_system
A1161,INV21161,True,False,1.4,1786208074.856575,invoice_system
A1162,INV21162,True,False,0.0,1787605852.856579,invoice_system
A1163,INV21163,True,False,0,1787891788.8565829,invoice_system
A1164,INV21164,True,False,5.5,1787408963.8565881,invoice_system
A1165,INV21165,True,False,2.9,1787720706.856592,invoice_system
A1166,INV21166,True,True,1.9,1787901514.856597,invoice_system
A1167,INV21167,True,False,1.9,1786100417.856601,invoice_system
A1168,INV21168,True,False,0,1786458989.8566048,invoice_system
A1169,INV21169,True,False,8.5,1787071309.856611,invoice_system
A1170,INV21170,True,False,18.8,1785545324.8566148,invoice_system
A1171,INV21171,True,False,0,1785624867.8566191,invoice_system
A1172,INV21172,True,False,6.0,1786185940.8566232,invoice_system
A1173,INV21173,True,False,0,1785391409.856627,invoice_system
A1174,,False,False,0,1785507690.856632,invoice_system
A1175,INV21175,True,False,0.5,1787790034.8566358,invoice_system
A1176,INV21176,True,False,10.3,1786579936.856642,invoice_system
A1177,INV21177,True,False,0,1785829188.8566458,invoice_system
A1178,INV21178,True,False,0,1787327063.856651,invoice_system
A1179,INV21179,True,False,3.5,1785479738.8566551,invoice_system
A1180,,False,False,9.6,1787367660.856658,invoice_system
A1181,INV21181,True,False,8.6,1787282465.856663,invoice_system
A1182,,False,False,7.8,1787679157.8566668,invoice_system
A1183,INV21183,True,False,3.3,1785998230.856671,invoice_system
A1184,INV21184,True,True,3.4,1785475565.8566751,invoice_system
A1185,INV21185,True,False,5.6,1785922396.85668,invoice_system
A1186,INV21186,True,False,5.9,1785530600.856684,invoice_system
A1187,,False,False,0,1787059589.856688,invoice_system
A1188,INV21188,True,False,12.2,1785539285.856692,invoice_system
A1189,,False,False,14.4,1785829485.8566961,invoice_system
A1190,INV21190,True,False,0,1787581089.8567,invoice_system
A1191,INV21191,True,False,0,1786198125.856704,invoice_system
A1192,INV21192,True,False,0,1785589158.856708,invoice_system
A1193,INV21193,True,False,0,1786066402.8567119,invoice_system
A1194,INV21194,True,False,1.5,1787632646.856716,invoice_system
A1195,INV21195,True,False,0,1785398863.85672,invoice_system
A1196,INV21196,True,False,11.1,1786790599.856724,invoice_system
A1197,INV21197,True,False,7.4,1785577456.856728,invoice_system
A1198,,False,False,1.0,1786901889.856731,invoice_system
A1199,,False,False,0,1786439069.856735,invoice_system
A1200,INV21200,True,False,0,1785878823.85674,invoice_system
A1201,INV21201,True,False,10.5,1786421177.856745,invoice_system
A1202,,False,False,0,1786706322.85675,invoice_system
A1203,,False,False,2.7,1785563256.8567538,invoice_system
A1204,,False,False,0,1787296081.856758,invoice_system
A1205,INV21205,True,False,3.9,1787603741.8567622,invoice_system
A1206,,False,False,2.3,1787799306.856767,invoice_system
A1207,INV21207,True,False,11.1,1786530227.856771,invoice_system
A1208,,False,False,7.6,1786750550.8567748,invoice_system
A1209,INV21209,True,False,0,1786211312.856779,invoice_system
A1210,INV21210,True,False,16.0,1786568793.8567839,invoice_system
A1211,INV21211,True,False,17.4,1786318257.856788,invoice_system
A1212,INV21212,True,False,3.6,1786311816.856792,invoice_system
A1213,INV21213,True,False,0,1785604865.8567958,invoice_system
A1214,INV21214,True,False,8.8,1787697467.856801,invoice_system
A1215,INV21215,True,False,13.7,1785389884.856805,invoice_system
A1216,INV21216,True,False,0,1787906269.856809,invoice_system
A1217,INV21217,True,False,20.0,1785563087.856813,invoice_system
A1218,,False,False,6.8,1786635701.856817,invoice_system
A1219,INV21219,True,False,4.5,1785642525.856822,invoice_system
A1220,INV21220,True,False,13.0,1785482576.856826,invoice_system
A1221,INV21221,True,False,0,1786607446.85683,invoice_system
A1222,,False,False,0,1785831158.856834,invoice_system
A1223,,False,False,9.4,1786429113.856838,invoice_system
A1224,INV21224,True,False,0,1786772518.856842,invoice_system
A1225,,False,False,1.6,1786907695.856846,invoice_system
A1226,INV21226,True,True,6.1,1785620263.8568509,invoice_system
A1227,,False,False,0,1786509601.8568552,invoice_system
A1228,INV21228,True,False,0,1787396283.856859,invoice_system
A1229,,False,False,0,1786706822.856863,invoice_system
A1230,INV21230,True,False,0,1785832654.856867,invoice_system
A1231,INV21231,True,False,8.9,1786185858.856871,invoice_system
A1232,INV21232,True,True,9.0,1787164866.856875,invoice_system
A1233,,False,False,17.2,1787853068.8568802,invoice_system
A1234,INV21234,True,False,0,1786347663.856884,invoice_system
A1235,INV21235,True,False,0,1787913553.856888,invoice_system
A1236,,False,False,15.5,1787799937.8568919,invoice_system
A1237,INV21237,True,False,0.2,1786393664.856896,invoice_system
A1238,INV21238,True,False,0,1786144764.8569002,invoice_system
A1239,INV21239,True,False,0,1785365968.856904,invoice_system
A1240,,False,False,2.6,1787172596.856908,invoice_system
A1241,INV21241,True,False,0,1785607375.856912,invoice_system
A1242,INV21242,True,False,3.5,1787589900.856916,invoice_system
A1243,INV21243,True,False,1.6,1787559860.85692,invoice_system
A1244,INV21244,True,False,0,1786815204.8569238,invoice_system
A1245,INV21245,True,False,0,1787762795.856928,invoice_system
A1246,INV21246,True,False,2.8,1785997089.856933,invoice_system
A1247,,False,False,7.1,1786237986.856938,invoice_system
A1248,INV21248,True,False,10.1,1785677245.8569422,invoice_system
A1249,INV21249,True,False,11.8,1786613107.8569448,invoice_system
A1250,INV21250,True,False,7.8,1785580044.856949,invoice_system
A1251,INV21251,True,False,0,1786608834.856954,invoice_system
A1252,INV21252,True,False,2.6,1785425995.856958,invoice_system
A1253,INV21253,True,False,0,1786408026.856962,invoice_system
A1254,,False,False,8.4,1786060397.856967,invoice_system
A1255,INV21255,True,False,0,1786761764.856971,invoice_system
A1256,,False,False,0,1786505148.856975,invoice_system
A1257,INV21257,True,False,0,1786368157.856979,invoice_system
A1258,INV21258,True,False,0,1785484668.8569841,invoice_system
A1259,INV21259,True,False,0,1787479536.856988,invoice_system
A1260,,False,False,0,1786787329.856993,invoice_system
A1261,INV21261,True,False,0.7,1787655310.856997,invoice_system
A1262,INV21262,True,False,9.0,1785670492.857001,invoice_system
A1263,INV21263,True,False,0,1787102007.8570051,invoice_system
A1264,INV21264,True,False,3.4,1785700050.857009,invoice_system
A1265,,False,False,1.1,1786932472.857013,invoice_system
A1266,,False,False,0.8,1786619217.857017,invoice_system
A1267,INV21267,True,False,0,1787317490.8570209,invoice_system
A1268,INV21268,True,False,4.2,1785453011.857025,invoice_system
A1269,INV21269,True,False,1.0,1787488546.8570292,invoice_system
A1270,INV21270,True,False,14.0,1785500365.857033,invoice_system
A1271,INV21271,True,False,0,1786361775.857037,invoice_system
A1272,INV21272,True,False,17.5,1785529139.857041,invoice_system
A1273,,False,False,18.0,1786168451.8570461,invoice_system
A1274,INV21274,True,False,4.0,1786046216.8570502,invoice_system
A1275,INV21275,True,False,10.8,1786524351.857054,invoice_system
A1276,INV21276,True,False,0,1786818176.857058,invoice_system
A1277,INV21277,True,False,9.0,1787163944.8570619,invoice_system
A1278,INV21278,True,False,0,1786752846.857066,invoice_system
A1279,INV21279,True,False,5.1,1786383285.85707,invoice_system
A1280,INV21280,True,False,0,1787075473.857074,invoice_system
A1281,INV21281,True,False,4.7,1786707101.857078,invoice_system
A1282,INV21282,True,False,18.1,1787730329.8570821,invoice_system
A1283,INV21283,True,False,2.0,1786411789.857086,invoice_system
A1284,,False,False,7.7,1787600978.8570912,invoice_system
A1285,INV21285,True,False,0,1786841409.857096,invoice_system
A1286,,False,False,1.8,1787484786.857101,invoice_system
A1287,INV21287,True,False,2.7,1786609674.857106,invoice_system
A1288,INV21288,True,False,12.8,1786199879.857111,invoice_system
A1289,INV21289,True,False,13.1,1787007234.8571148,invoice_system
A1290,,False,False,6.3,1785478571.857119,invoice_system
A1291,INV21291,True,False,0,1787258686.8571231,invoice_system
A1292,INV21292,True,False,8.7,1785609975.857128,invoice_system
A1293,INV21293,True,False,0,1786138207.857132,invoice_system
A1294,,False,False,10.2,1786453176.857136,invoice_system
A1295,INV21295,True,False,7.0,1787298933.85714,invoice_system
A1296,,False,False,7.1,1786334096.857144,invoice_system
A1297,,False,False,3.1,1785943441.857148,invoice_system
A1298,INV21298,True,False,0,1786437055.857152,invoice_system
A1299,INV21299,True,False,0,1786651599.857156,invoice_system
A1300,INV21300,True,False,0,1786773900.8571599,invoice_system
A1301,INV21301,True,False,0,1786116598.8571641,invoice_system
A1302,INV21302,True,False,9.4,1785568692.857168,invoice_system
A1303,,False,False,10.5,1786280431.857172,invoice_system
A1304,,False,False,0,1785930588.857175,invoice_system
A1305,INV21305,True,False,5.8,1785875290.857179,invoice_system
A1306,,False,False,11.1,1787508962.857183,invoice_system
A1307,INV21307,True,False,0,1786903771.857188,invoice_system
A1308,INV21308,True,False,13.2,1786211225.857192,invoice_system
A1309,INV21309,True,False,12.5,1785494872.857197,invoice_system
A1310,,False,False,5.6,1786032406.8572009,invoice_system
A1311,INV21311,True,False,5.1,1785913665.857205,invoice_system
A1312,,False,False,4.8,1786345460.8572092,invoice_system
A1313,INV21313,True,False,0,1787241485.857214,invoice_system
A1314,INV21314,True,False,0,1786158582.857218,invoice_system
A1315,INV21315,True,False,0,1786015973.8572218,invoice_system
A1316,,False,False,11.0,1787536812.857226,invoice_system
A1317,INV21317,True,False,11.0,1787053020.8572302,invoice_system
A1318,,False,False,0,1787426515.857234,invoice_system
A1319,INV21319,True,True,16.5,1786158384.857238,invoice_system
A1320,,False,False,12.0,1786925428.857242,invoice_system
A1321,INV21321,True,False,0,1787590211.857246,invoice_system
A1322,,False,False,7.2,1787442972.85725,invoice_system
A1323,,False,False,6.8,1787186075.857253,invoice_system
A1324,,False,False,0,1785897923.857257,invoice_system
A1325,INV21325,True,False,6.4,1786981273.857261,invoice_system
A1326,INV21326,True,False,9.1,1785435766.857266,invoice_system
A1327,INV21327,True,True,0,1787523536.85727,invoice_system
A1328,,False,False,0,1787754582.857274,invoice_system
A1329,INV21329,True,False,0,1787335593.857279,invoice_system
A1330,INV21330,True,False,1.2,1785764842.857284,invoice_system
A1331,INV21331,True,False,8.2,1787827174.857288,invoice_system
A1332,,False,False,12.8,1786487870.8572931,invoice_system
A1333,,False,False,0.3,1786927304.857297,invoice_system
A1334,,False,False,4.2,1786470136.857301,invoice_system
A1335,INV21335,True,False,11.0,1785732281.857305,invoice_system
A1336,INV21336,True,False,0.9,1787292523.8573089,invoice_system
A1337,INV21337,True,False,6.7,1785653819.857314,invoice_system
A1338,INV21338,True,False,0,1787590142.857318,invoice_system
A1339,INV21339,True,False,8.5,1785590978.857322,invoice_system
A1340,INV21340,True,False,12.4,1786546075.857326,invoice_system
A1341,INV21341,True,False,0.7,1786593605.8573298,invoice_system
A1342,INV21342,True,False,5.3,1786828619.857334,invoice_system
A1343,,False,False,0,1786472803.857339,invoice_system
A1344,INV21344,True,False,3.4,1786040719.857343,invoice_system
A1345,,False,False,0,1785464276.8573482,invoice_system
A1346,INV21346,True,False,13.4,1787942028.857352,invoice_system
A1347,INV21347,True,False,12.5,1787178073.857356,invoice_system
A1348,INV21348,True,False,10.6,1787749772.85736,invoice_system
A1349,INV21349,True,False,1.7,1787869450.857364,invoice_system
A1350,INV21350,True,False,7.9,1786353047.857368,invoice_system
A1351,INV21351,True,False,8.2,1786030612.8573718,invoice_system
A1352,,False,False,0,1787398115.857376,invoice_system
A1353,INV21353,True,True,0,1786201704.8573802,invoice_system
A1354,,False,False,0,1785891872.857384,invoice_system
A1355,,False,False,3.3,1787795006.857388,invoice_system
A1356,INV21356,True,True,15.8,1787235221.8573928,invoice_system
A1357,,False,False,16.6,1787405551.857397,invoice_system
A1358,INV21358,True,False,11.2,1786850076.8574011,invoice_system
A1359,,False,False,10.2,1785995344.857405,invoice_system
A1360,,False,False,0,1786883681.85741,invoice_system
A1361,INV21361,True,False,9.2,1786286698.857414,invoice_system
A1362,,False,False,0,1786382350.8574169,invoice_system
A1363,INV21363,True,False,2.0,1787298529.8574212,invoice_system
A1364,INV21364,True,False,2.5,1787834188.857425,invoice_system
A1365,,False,False,8.5,1787269980.85743,invoice_system
A1366,INV21366,True,False,0,1786292005.857435,invoice_system
A1367,,False,False,17.1,1787512613.857439,invoice_system
A1368,,False,False,5.7,1787696549.857443,invoice_system
A1369,,False,False,16.2,1787229221.857447,invoice_system
A1370,,False,False,2.1,1786360983.857451,invoice_system
A1371,INV21371,True,False,2.3,1786170096.857455,invoice_system
A1372,INV21372,True,True,18.9,1786926043.85746,invoice_system
A1373,INV21373,True,False,2.9,1787854181.857465,invoice_system
A1374,INV21374,True,False,3.8,1786632903.8574688,invoice_system
A1375,,False,False,0,1785870259.8574731,invoice_system
A1376,INV21376,True,False,0,1786746300.8574772,invoice_system
A1377,INV21377,True,False,0,1786892797.857481,invoice_system
A1378,,False,False,8.3,1786343187.857485,invoice_system
A1379,INV21379,True,False,12.7,1786326952.8574889,invoice_system
A1380,,False,False,13.9,1786300421.857493,invoice_system
A1381,INV21381,True,False,2.3,1786643690.857497,invoice_system
A1382,INV21382,True,False,2.7,1787160934.857501,invoice_system
A1383,INV21383,True,False,0,1785532603.857505,invoice_system
A1384,INV21384,True,False,7.0,1786352282.8575091,invoice_system
A1385,INV21385,True,False,6.9,1787887804.857513,invoice_system
A1386,INV21386,True,False,0.7,1787410467.8575182,invoice_system
A1387,INV21387,True,False,0,1786806850.857522,invoice_system
A1388,INV21388,True,False,12.9,1785622377.857526,invoice_system
A1389,INV21389,True,False,4.9,1786627677.85753,invoice_system
A1390,,False,False,1.6,1785463670.857534,invoice_system
A1391,,False,False,11.9,1787747877.857538,invoice_system
A1392,INV21392,True,False,21.6,1786671378.857543,invoice_system
A1393,INV21393,True,False,9.0,1787458168.857547,invoice_system
A1394,INV21394,True,False,0,1786796017.857551,invoice_system
A1395,INV21395,True,False,0,1786680930.857555,invoice_system
A1396,INV21396,True,False,3.4,1787217796.857559,invoice_system
A1397,INV21397,True,False,3.8,1785754535.857564,invoice_system
A1398,,False,False,12.8,1787597564.857568,invoice_system
A1399,,False,False,18.6,1787653995.857572,invoice_system
A1400,,False,False,0,1785626221.8575768,invoice_system
A1401,,False,False,4.6,1787757426.8575811,invoice_system
A1402,INV21402,True,False,0,1787561229.857586,invoice_system
A1403,INV21403,True,False,0,1786936797.85759,invoice_system
A1404,,False,False,0.7,1787074693.857594,invoice_system
A1405,,False,False,13.5,1786505117.857598,invoice_system
A1406,INV21406,True,False,0,1787925987.857604,invoice_system
A1407,INV21407,True,False,2.1,1785874209.8576078,invoice_system
A1408,INV21408,True,False,0,1786845029.8576121,invoice_system
A1409,INV21409,True,False,0.2,1786249228.857616,invoice_system
A1410,INV21410,True,False,0,1786782483.85762,invoice_system
A1411,,False,False,0,1785510311.857624,invoice_system
A1412,,False,False,0,1786429591.8576288,invoice_system
A1413,,False,False,1.0,1787284923.857633,invoice_system
A1414,INV21414,True,False,11.5,1785620068.8576362,invoice_system
A1415,INV21415,True,False,14.8,1786613938.857641,invoice_system
A1416,INV21416,True,False,13.0,1786407768.857646,invoice_system
A1417,INV21417,True,False,0,1787547945.8576498,invoice_system
A1418,INV21418,True,False,1.1,1787604787.857654,invoice_system
A1419,INV21419,True,False,0,1786732836.8576581,invoice_system
A1420,,False,False,8.4,1786496321.857663,invoice_system
A1421,INV21421,True,False,0.3,1786317476.857667,invoice_system
A1422,INV21422,True,True,0,1787598803.857671,invoice_system
A1423,INV21423,True,False,3.9,1787712439.857675,invoice_system
A1424,INV21424,True,False,11.3,1787174413.8576791,invoice_system
A1425,,False,False,0,1786986129.857683,invoice_system
A1426,,False,False,2.1,1787248233.857687,invoice_system
A1427,INV21427,True,False,0,1786974718.8576908,invoice_system
A1428,INV21428,True,False,2.3,1785865673.8576949,invoice_system
A1429,INV21429,True,False,0,1787800530.8577,invoice_system
A1430,,False,False,0,1787184395.857704,invoice_system
A1431,INV21431,True,False,7.1,1787589372.857708,invoice_system
A1432,,False,False,6.7,1786512005.857712,invoice_system
A1433,INV21433,True,False,0,1787350827.857716,invoice_system
A1434,INV21434,True,False,0,1786211515.8577201,invoice_system
A1435,INV21435,True,False,0.7,1785538396.857725,invoice_system
A1436,INV21436,True,False,0,1787033386.857729,invoice_system
A1437,INV21437,True,False,0,1785792023.857733,invoice_system
A1438,,False,False,0,1787585188.857737,invoice_system
A1439,,False,False,6.5,1787922058.857741,invoice_system
A1440,INV21440,True,False,0,1786534087.857745,invoice_system
A1441,INV21441,True,False,1.9,1785631303.85775,invoice_system
A1442,INV21442,True,False,12.1,1786930490.857753,invoice_system
A1443,,False,False,0,1787106857.857758,invoice_system
A1444,INV21444,True,False,0,1785758384.857762,invoice_system
A1445,INV21445,True,False,0,1786002233.857766,invoice_system
A1446,INV21446,True,False,5.4,1786642228.857771,invoice_system
A1447,INV21447,True,False,10.9,1786181778.8577752,invoice_system
A1448,INV21448,True,False,0,1785525042.857779,invoice_system
A1449,,False,False,13.9,1786027945.857783,invoice_system
A1450,INV21450,True,False,20.7,1785913553.857787,invoice_system
A1451,,False,False,8.7,1786601451.857792,invoice_system
A1452,,False,False,16.4,1786596562.8577962,invoice_system
A1453,INV21453,True,False,5.0,1787529906.8578,invoice_system
A1454,INV21454,True,False,8.6,1787513348.857804,invoice_system
A1455,INV21455,True,False,2.4,1786163492.8578079,invoice_system
A1456,INV21456,True,False,7.1,1786285911.857812,invoice_system
A1457,,False,False,0,1787200577.8578181,invoice_system
A1458,INV21458,True,False,0,1787364343.857822,invoice_system
A1459,INV21459,True,False,0.6,1787484602.857826,invoice_system
A1460,,False,False,0,1785747549.8578298,invoice_system
A1461,INV21461,True,False,0.6,1785781155.857835,invoice_system
A1462,INV21462,True,False,3.7,1787589632.857839,invoice_system
A1463,INV21463,True,False,5.2,1786608578.857843,invoice_system
A1464,,False,False,1.3,1785975033.857847,invoice_system
A1465,,False,False,0,1785770472.8578508,invoice_system
A1466,INV21466,True,False,0,1785607351.857854,invoice_system
A1467,INV21467,True,False,0,1785914290.8578591,invoice_system
A1468,,False,False,20.4,1786736319.857863,invoice_system
A1469,,False,False,0,1785991412.857867,invoice_system
A1470,INV21470,True,False,11.8,1787407521.8578718,invoice_system
A1471,INV21471,True,False,0,1786174113.857876,invoice_system
A1472,INV21472,True,False,6.9,1787088493.85788,invoice_system
A1473,INV21473,True,False,3.9,1785882038.857884,invoice_system
A1474,INV21474,True,False,9.4,1786910385.857888,invoice_system
