asset_id,existing_financing_amount,exposure_limit,lender_id,ts,source
A1081,0,9387270.59,lender_north,1787917956.861204,financial_system
A1082,8741084.45,23844937.71,lender_north,1787917956.8612092,financial_system
A1083,0,33133579.64,lender_atlas,1787917956.861213,financial_system
A1084,0,14532359.62,lender_atlas,1787917956.8612192,financial_system
A1085,6573584.58,11006627.76,lender_north,1787917956.861224,financial_system
A1086,491334.5,3425479.53,lender_north,1787917956.861229,financial_system
A1087,0,27433280.49,lender_delta,1787917956.861233,financial_system
A1088,0,7583237.71,lender_prime,1787917956.861238,financial_system
A1089,0,11800252.08,lender_north,1787917956.861242,financial_system
A1090,9903451.83,18867127.29,lender_north,1787917956.861247,financial_system
A1091,0,7000534.59,lender_prime,1787917956.861251,financial_system
A1092,1766068.37,2273609.13,lender_delta,1787917956.861256,financial_system
A1093,0,14731145.5,lender_north,1787917956.861262,financial_system
A1094,0,24212201.67,lender_atlas,1787917956.8612669,financial_system
A1095,0,20865825.76,lender_delta,1787917956.8612711,financial_system
A1096,23434315.43,42051763.94,lender_prime,1787917956.861275,financial_system
A1097,13302345.75,29576660.9,lender_prime,1787917956.86128,financial_system
A1098,5181404.99,7967097.18,lender_north,1787917956.8612852,financial_system
A1099,0,14528597.81,lender_delta,1787917956.86129,financial_system
A1100,1180395.59,2274416.15,lender_atlas,1787917956.861294,financial_system
A1101,0,1978278.84,lender_north,1787917956.8612978,financial_system
A1102,0,3091558.01,lender_delta,1787917956.861303,financial_system
A1103,11142994.34,43196355.45,lender_delta,1787917956.861307,financial_system
A1104,1921455.77,3308332.77,lender_atlas,1787917956.861312,financial_system
A1105,0,5975451.26,lender_delta,1787917956.8613162,financial_system
A1106,0,963258.94,lender_delta,1787917956.86132,financial_system
A1107,1822605.15,8010819.32,lender_delta,1787917956.861325,financial_system
A1108,0,13209762.77,lender_atlas,1787917956.86133,financial_system
A1109,9885189.53,12690824.22,lender_prime,1787917956.861335,financial_system
A1110,1819935.15,5061487.06,lender_prime,1787917956.8613389,financial_system
A1111,0,19317519.82,lender_delta,1787917956.861343,financial_system
A1112,0,2036602.12,lender_prime,1787917956.8613482,financial_system
A1113,0,18319117.7,lender_north,1787917956.861352,financial_system
A1114,0,11422894.96,lender_prime,1787917956.861356,financial_system
A1115,6783847.57,13718131.33,lender_north,1787917956.861362,financial_system
A1116,18155.01,4555761.98,lender_delta,1787917956.861366,financial_system
A1117,997137.26,1718814.1,lender_delta,1787917956.8613708,financial_system
A1118,2917055.31,8408023.35,lender_prime,1787917956.861375,financial_system
A1119,0,37738820.47,lender_atlas,1787917956.8613791,financial_system
A1120,0,8888033.37,lender_delta,1787917956.861383,financial_system
A1121,4489293.92,24241568.96,lender_north,1787917956.861388,financial_system
A1122,2431158.04,4434150.31,lender_prime,1787917956.8613918,financial_system
A1123,833029.94,5756310.71,lender_prime,1787917956.861396,financial_system
A1124,4734948.04,12306531.6,lender_prime,1787917956.861401,financial_system
A1125,0,18560405.93,lender_prime,1787917956.861405,financial_system
A1126,0,9930116.21,lender_north,1787917956.861409,financial_system
A1127,0,4509213.64,lender_delta,1787917956.861414,financial_system
A1128,0,15315100.34,lender_atlas,1787917956.861419,financial_system
A1129,5515240.98,10656284.13,lender_atlas,1787917956.861423,financial_system
A1130,3980363.78,29944141.69,lender_prime,1787917956.861428,financial_system
A1131,0,6187171.59,lender_prime,1787917956.861433,financial_system
A1132,6701010.49,20117728.32,lender_delta,1787917956.861439,financial_system
A1133,0,1915495.03,lender_north,1787917956.861443,financial_system
A1134,869842.71,2524174.62,lender_north,1787917956.8614469,financial_system
A1135,1452822.88,3180971.0,lender_north,1787917956.861451,financial_system
A1136,3576593.41,11263179.24,lender_prime,1787917956.8614552,financial_system
A1137,0,30771550.0,lender_prime,1787917956.861459,financial_system
A1138,0,4881634.71,lender_north,1787917956.861463,financial_system
A1139,0,11752292.86,lender_north,1787917956.8614662,financial_system
A1140,85695.18,1045472.92,lender_prime,1787917956.861472,financial_system
A1141,120372.71,2531081.78,lender_atlas,1787917956.861475,financial_system
A1142,5728541.04,10891553.71,lender_north,1787917956.8614788,financial_system
A1143,0,4658028.87,lender_delta,1787917956.861484,financial_system
A1144,0,15984280.25,lender_north,1787917956.861488,financial_system
A1145,756115.41,4361774.63,lender_delta,1787917956.861492,financial_system
A1146,0,8685483.37,lender_delta,1787917956.8614988,financial_system
A1147,3056822.43,4722322.4,lender_delta,1787917956.861503,financial_system
A1148,0,2697693.67,lender_prime,1787917956.8615081,financial_system
A1149,0,15281132.09,lender_delta,1787917956.861512,financial_system
A1150,9753275.12,13418286.08,lender_delta,1787917956.861516,financial_system
A1151,0,2947856.75,lender_prime,1787917956.8615198,financial_system
A1152,0,6649449.45,lender_delta,1787917956.8615239,financial_system
A1153,0,19766339.62,lender_prime,1787917956.8615282,financial_system
A1154,0,25513828.1,lender_atlas,1787917956.8615308,financial_system
A1155,668471.22,26031441.99,lender_north,1787917956.861535,financial_system
A1156,8166794.43,13281551.81,lender_north,1787917956.8615391,financial_system
A1157,0,14850702.99,lender_prime,1787917956.861543,financial_system
A1158,0,6501987.3,lender_north,1787917956.861547,financial_system
A1159,0,12239614.86,lender_atlas,1787917956.86155,financial_system
A1160,0,17598462.82,lender_atlas,1787917956.861554,financial_system
A1161,0,2330189.56,lender_prime,1787917956.861558,financial_system
A1162,4426824.9,12223792.3,lender_prime,1787917956.861563,financial_system
A1163,0,32944513.81,lender_north,1787917956.861568,financial_system
A1164,0,3576168.75,lender_atlas,1787917956.861571,financial_system
A1165,0,22165732.92,lender_delta,1787917956.861575,financial_system
A1166,0,1154392.57,lender_north,1787917956.861579,financial_system
A1167,0,23963045.05,lender_delta,1787917956.861583,financial_system
A1168,1393034.62,6285083.37,lender_prime,1787917956.861587,financial_system
A1169,563715.44,1295711.22,lender_north,1787917956.861591,financial_system
A1170,0,13539818.71,lender_prime,1787917956.8615942,financial_system
A1171,0,2854904.66,lender_prime,1787917956.861598,financial_system
A1172,0,26045441.75,lender_atlas,1787917956.8616042,financial_system
A1173,0,339912.98,lender_delta,1787917956.861608,financial_system
A1174,0,10475563.17,lender_delta,1787917956.861612,financial_system
A1175,1937479.34,3501386.23,lender_delta,1787917956.8616161,financial_system
A1176,0,2068191.78,lender_atlas,1787917956.861621,financial_system
A1177,4590690.43,15613819.11,lender_delta,1787917956.8616252,financial_system
A1178,3265969.75,5957323.04,lender_north,1787917956.86163,financial_system
A1179,0,2397299.23,lender_prime,1787917956.861634,financial_system
A1180,124133.44,4009933.02,lender_atlas,1787917956.8616378,financial_system
A1181,0,46547394.64,lender_atlas,1787917956.861642,financial_system
A1182,747824.98,2113212.97,lender_north,1787917956.8616462,financial_system
A1183,9435199.78,20274829.89,lender_atlas,1787917956.86165,financial_system
A1184,0,9444084.98,lender_delta,1787917956.861654,financial_system
A1185,0,10027335.06,lender_delta,1787917956.861658,financial_system
A1186,0,2930030.23,lender_north,1787917956.861662,financial_system
A1187,0,15085266.03,lender_atlas,1787917956.861665,financial_system
A1188,0,15891428.26,lender_prime,1787917956.861669,financial_system
A1189,0,8470603.93,lender_north,1787917956.8616729,financial_system
A1190,22063072.76,43952166.87,lender_atlas,1787917956.8616772,financial_system
A1191,0,32344054.2,lender_prime,1787917956.86168,financial_system
A1192,2870905.22,4911351.1,lender_prime,1787917956.861684,financial_system
A1193,4463952.11,29474090.86,lender_delta,1787917956.861689,financial_system
A1194,0,24562548.17,lender_delta,1787917956.861695,financial_system
A1195,0,15608806.12,lender_atlas,1787917956.861699,financial_system
A1196,2499871.68,12667948.11,lender_north,1787917956.861703,financial_system
A1197,0,17679803.3,lender_delta,1787917956.861707,financial_system
A1198,0,16856811.79,lender_delta,1787917956.861711,financial_system
A1199,0,3836280.29,lender_atlas,1787917956.861714,financial_system
A1200,1025101.61,3537558.98,lender_delta,1787917956.8617191,financial_system
A1201,0,22955680.94,lender_north,1787917956.861724,financial_system
A1202,0,18797065.25,lender_north,1787917956.861727,financial_system
A1203,1007844.45,13721179.72,lender_prime,1787917956.861731,financial_system
A1204,0,17922059.93,lender_delta,1787917956.8617349,financial_system
A1205,0,14593505.28,lender_atlas,1787917956.861739,financial_system
A1206,0,554159.16,lender_prime,1787917956.861742,financial_system
A1207,9151902.37,29819743.67,lender_delta,1787917956.8617458,financial_system
A1208,0,2268702.74,lender_delta,1787917956.8617501,financial_system
A1209,0,9053840.66,lender_north,1787917956.861755,financial_system
A1210,0,1306190.65,lender_atlas,1787917956.861759,financial_system
A1211,269148.42,1976646.14,lender_delta,1787917956.861763,financial_system
A1212,0,28022454.46,lender_prime,1787917956.8617668,financial_system
A1213,5732343.74,28802054.03,lender_delta,1787917956.861771,financial_system
A1214,0,9651469.07,lender_prime,1787917956.8617752,financial_system
A1215,519290.0,7521856.81,lender_atlas,1787917956.861779,financial_system
A1216,0,4702453.7,lender_atlas,1787917956.861783,financial_system
A1217,1902216.43,3883191.31,lender_delta,1787917956.8617868,financial_system
A1218,0,22337720.13,lender_delta,1787917956.86179,financial_system
A1219,0,33048890.13,lender_delta,1787917956.861794,financial_system
A1220,0,6068356.26,lender_atlas,1787917956.861799,financial_system
A1221,895690.02,3376184.24,lender_delta,1787917956.861804,financial_system
A1222,0,6980847.41,lender_north,1787917956.861807,financial_system
A1223,231441.27,5503586.49,lender_delta,1787917956.861811,financial_system
A1224,9542744.75,17623483.42,lender_prime,1787917956.8618162,financial_system
A1225,0,3243099.01,lender_atlas,1787917956.8618188,financial_system
A1226,0,1206191.17,lender_atlas,1787917956.861823,financial_system
A1227,0,11533790.16,lender_atlas,1787917956.8618271,financial_system
A1228,0,3054206.03,lender_delta,1787917956.861831,financial_system
A1229,0,12597878.4,lender_north,1787917956.861834,financial_system
A1230,0,7090980.58,lender_atlas,1787917956.861838,financial_system
A1231,0,18824124.74,lender_north,1787917956.861842,financial_system
A1232,0,36182016.33,lender_delta,1787917956.861847,financial_system
A1233,0,10211849.24,lender_atlas,1787917956.86185,financial_system
A1234,0,35096923.66,lender_north,1787917956.8618538,financial_system
A1235,0,6317730.8,lender_atlas,1787917956.8618581,financial_system
A1236,9247929.52,17378647.11,lender_prime,1787917956.861862,financial_system
A1237,0,14008680.26,lender_atlas,1787917956.861866,financial_system
A1238,0,9474858.37,lender_prime,1787917956.861869,financial_system
A1239,0,36726666.06,lender_atlas,1787917956.861873,financial_system
A1240,0,11405508.01,lender_atlas,1787917956.861878,financial_system
A1241,0,22141386.7,lender_delta,1787917956.8618822,financial_system
A1242,0,29994547.5,lender_atlas,1787917956.861886,financial_system
A1243,0,5861243.96,lender_atlas,1787917956.86189,financial_system
A1244,0,1031846.83,lender_delta,1787917956.8618932,financial_system
A1245,0,1202238.67,lender_atlas,1787917956.861897,financial_system
A1246,0,5078743.38,lender_prime,1787917956.861901,financial_system
A1247,0,5262803.11,lender_delta,1787917956.861904,financial_system
A1248,379099.93,36113687.49,lender_prime,1787917956.861909,financial_system
A1249,0,26848167.55,lender_prime,1787917956.8619132,financial_system
A1250,0,1090578.81,lender_prime,1787917956.861918,financial_system
A1251,3134385.13,13294597.7,lender_prime,1787917956.861922,financial_system
A1252,7829048.09,20039395.98,lender_north,1787917956.8619258,financial_system
A1253,11219024.51,14913860.68,lender_delta,1787917956.86193,financial_system
A1254,2272665.61,6297146.32,lender_prime,1787917956.8619342,financial_system
A1255,4869009.8,6790984.87,lender_delta,1787917956.86194,financial_system
A1256,18472720.24,30397471.47,lender_prime,1787917956.861944,financial_system
A1257,3940755.22,7272196.55,lender_delta,1787917956.861949,financial_system
A1258,0,416678.33,lender_delta,1787917956.861953,financial_system
A1259,2005288.33,12436855.63,lender_north,1787917956.861957,financial_system
A1260,0,23140351.72,lender_north,1787917956.861961,financial_system
A1261,3261694.32,6525708.55,lender_prime,1787917956.8619661,financial_system
A1262,223608.19,843324.27,lender_delta,1787917956.86197,financial_system
A1263,4350420.39,6220553.45,lender_delta,1787917956.861974,financial_system
A1264,0,7981143.99,lender_north,1787917956.8619788,financial_system
A1265,0,7777916.04,lender_prime,1787917956.861984,financial_system
A1266,0,37023678.7,lender_prime,1787917956.861988,financial_system
A1267,0,10981541.72,lender_north,1787917956.861992,financial_system
A1268,112287.29,176949.45,lender_prime,1787917956.8619971,financial_system
A1269,0,26736171.16,lender_prime,1787917956.862001,financial_system
A1270,3010501.37,6885851.43,lender_delta,1787917956.862006,financial_system
A1271,0,11135582.34,lender_atlas,1787917956.862011,financial_system
A1272,10223647.6,25650740.43,lender_north,1787917956.862016,financial_system
A1273,13155509.29,24966702.85,lender_delta,1787917956.86202,financial_system
A1274,4301678.73,16977963.3,lender_prime,1787917956.862025,financial_system
A1275,3819845.05,10352171.99,lender_delta,1787917956.862029,financial_system
A1276,1561343.18,3400816.82,lender_prime,1787917956.8620338,financial_system
A1277,0,1772860.89,lender_atlas,1787917956.862038,financial_system
A1278,3017294.38,8252665.49,lender_north,1787917956.8620422,financial_system
A1279,0,6519074.6,lender_atlas,1787917956.862047,financial_system
A1280,0,9957956.3,lender_atlas,1787917956.8620522,financial_system
A1281,0,9334423.34,lender_north,1787917956.862056,financial_system
A1282,0,31873924.1,lender_north,1787917956.86206,financial_system
A1283,493722.62,2885388.22,lender_atlas,1787917956.8620641,financial_system
A1284,268145.35,23304289.21,lender_atlas,1787917956.862069,financial_system
A1285,0,3365718.56,lender_delta,1787917956.8620732,financial_system
A1286,0,6617425.42,lender_delta,1787917956.862082,financial_system
A1287,544567.82,31269767.39,lender_prime,1787917956.862088,financial_system
A1288,0,5089953.87,lender_atlas,1787917956.862092,financial_system
A1289,590694.22,4107910.28,lender_prime,1787917956.8620958,financial_system
A1290,0,3864557.06,lender_prime,1787917956.862101,financial_system
A1291,0,2924318.08,lender_prime,1787917956.8621051,financial_system
A1292,93594.73,4685172.5,lender_delta,1787917956.862109,financial_system
A1293,0,12716406.94,lender_prime,1787917956.862113,financial_system
A1294,0,19026787.33,lender_delta,1787917956.862118,financial_system
A1295,917546.41,14417834.4,lender_delta,1787917956.862122,financial_system
A1296,0,3870469.51,lender_prime,1787917956.862127,financial_system
A1297,4142772.34,10090366.88,lender_delta,1787917956.8621309,financial_system
A1298,0,10475750.36,lender_atlas,1787917956.862135,financial_system
A1299,740085.61,9851839.65,lender_north,1787917956.86214,financial_system
A1300,0,14322655.93,lender_prime,1787917956.862144,financial_system
A1301,2664585.26,31643030.79,lender_delta,1787917956.862148,financial_system
A1302,0,18096252.65,lender_atlas,1787917956.862154,financial_system
A1303,783044.15,3362255.31,lender_delta,1787917956.862158,financial_system
A1304,0,3271330.03,lender_prime,1787917956.8621628,financial_system
A1305,1391218.36,3284557.97,lender_atlas,1787917956.862168,financial_system
A1306,0,3137141.43,lender_atlas,1787917956.862172,financial_system
A1307,0,24844053.92,lender_north,1787917956.862176,financial_system
A1308,0,3697424.21,lender_atlas,1787917956.862182,financial_system
A1309,0,5648102.46,lender_prime,1787917956.862187,financial_system
A1310,5136804.76,9392378.08,lender_north,1787917956.8621922,financial_system
A1311,2829943.87,4324312.53,lender_prime,1787917956.862197,financial_system
A1312,0,13453074.83,lender_north,1787917956.862201,financial_system
A1313,0,2297932.04,lender_prime,1787917956.862205,financial_system
A1314,0,2597215.41,lender_prime,1787917956.862209,financial_system
A1315,11902391.63,18203881.69,lender_north,1787917956.8622131,financial_system
A1316,0,7765044.35,lender_north,1787917956.862218,financial_system
A1317,4243100.44,17300234.86,lender_prime,1787917956.8622222,financial_system
A1318,3897972.88,17434193.58,lender_prime,1787917956.862228,financial_system
A1319,0,25400129.31,lender_atlas,1787917956.862232,financial_system
A1320,0,35566160.8,lender_atlas,1787917956.862236,financial_system
A1321,346898.48,2912960.89,lender_prime,1787917956.86224,financial_system
A1322,0,12675930.65,lender_delta,1787917956.8622441,financial_system
A1323,5396151.85,19214203.0,lender_delta,1787917956.862249,financial_system
A1324,0,2681079.78,lender_prime,1787917956.862253,financial_system
A1325,2582134.93,6090045.16,lender_north,1787917956.862257,financial_system
A1326,0,15028343.18,lender_atlas,1787917956.862262,financial_system
A1327,17357508.81,36534815.39,lender_delta,1787917956.862266,financial_system
A1328,0,7361855.79,lender_north,1787917956.862271,financial_system
A1329,20238567.83,28519077.02,lender_prime,1787917956.8622751,financial_system
A1330,0,6919814.12,lender_prime,1787917956.862279,financial_system
A1331,0,21844236.13,lender_delta,1787917956.862284,financial_system
A1332,0,15581952.18,lender_atlas,1787917956.8622878,financial_system
A1333,778717.98,2825069.97,lender_prime,1787917956.8623,financial_system
A1334,0,21430986.46,lender_prime,1787917956.862304,financial_system
A1335,21716064.03,30108972.22,lender_north,1787917956.862308,financial_system
A1336,10751549.53,25785575.05,lender_delta,1787917956.862313,financial_system
A1337,0,3766812.8,lender_prime,1787917956.862317,financial_system
A1338,509312.71,1583436.69,lender_delta,1787917956.8623219,financial_system
A1339,0,15036989.58,lender_atlas,1787917956.862326,financial_system
A1340,357004.62,1140161.99,lender_prime,1787917956.8623302,financial_system
A1341,126878.23,729723.12,lender_atlas,1787917956.862335,financial_system
A1342,0,14416840.83,lender_delta,1787917956.862339,financial_system
A1343,5163472.13,11912471.89,lender_north,1787917956.8623428,financial_system
A1344,0,2693898.81,lender_atlas,1787917956.8623471,financial_system
A1345,0,4469479.43,lender_atlas,1787917956.862352,financial_system
A1346,0,7072312.9,lender_prime,1787917956.862356,financial_system
A1347,0,3641353.98,lender_atlas,1787917956.8623612,financial_system
A1348,0,22875296.33,lender_atlas,1787917956.862365,financial_system
A1349,0,1146462.2,lender_atlas,1787917956.862371,financial_system
A1350,1099036.61,1744348.35,lender_atlas,1787917956.862375,financial_system
A1351,0,6912674.73,lender_prime,1787917956.86238,financial_system
A1352,0,9803125.19,lender_prime,1787917956.862386,financial_system
A1353,0,9328551.14,lender_delta,1787917956.862391,financial_system
A1354,0,33914775.0,lender_north,1787917956.8623948,financial_system
A1355,1368231.17,6765608.53,lender_north,1787917956.8624,financial_system
A1356,0,4350085.2,lender_north,1787917956.862405,financial_system
A1357,2806440.3,6355704.91,lender_north,1787917956.86241,financial_system
A1358,1902823.72,4600057.52,lender_delta,1787917956.862415,financial_system
A1359,5702739.24,7170991.73,lender_prime,1787917956.862419,financial_system
A1360,3637023.57,12139535.98,lender_delta,1787917956.8624241,financial_system
A1361,2123453.73,9089546.84,lender_atlas,1787917956.862429,financial_system
A1362,0,20819263.96,lender_north,1787917956.8624341,financial_system
A1363,0,8561151.8,lender_atlas,1787917956.862439,financial_system
A1364,0,40589434.17,lender_delta,1787917956.862444,financial_system
A1365,310439.85,4841768.9,lender_atlas,1787917956.86245,financial_system
A1366,2977440.42,9321269.85,lender_delta,1787917956.8624551,financial_system
A1367,3118573.21,5173390.54,lender_delta,1787917956.86246,financial_system
A1368,1078159.9,2521262.0,lender_atlas,1787917956.8624651,financial_system
A1369,0,2216651.16,lender_delta,1787917956.86247,financial_system
A1370,0,19800849.8,lender_north,1787917956.862475,financial_system
A1371,0,83640.82,lender_delta,1787917956.8624792,financial_system
A1372,121972.41,2382615.78,lender_atlas,1787917956.862485,financial_system
A1373,0,29036096.16,lender_delta,1787917956.8624902,financial_system
A1374,0,37361048.12,lender_delta,1787917956.862495,financial_system
A1375,0,21163038.0,lender_atlas,1787917956.8625002,financial_system
A1376,0,33427933.08,lender_north,1787917956.862505,financial_system
A1377,0,1810022.38,lender_delta,1787917956.862509,financial_system
A1378,0,12548010.1,lender_atlas,1787917956.862514,financial_system
A1379,3744244.21,15027136.37,lender_prime,1787917956.862519,financial_system
A1380,3535.15,1138625.59,lender_delta,1787917956.862528,financial_system
A1381,9664195.67,19615717.3,lender_north,1787917956.862533,financial_system
A1382,240569.5,3529044.8,lender_prime,1787917956.862539,financial_system
A1383,0,2972903.14,lender_north,1787917956.8625438,financial_system
A1384,0,12931270.14,lender_prime,1787917956.86255,financial_system
A1385,0,664768.63,lender_prime,1787917956.8625548,financial_system
A1386,12786708.87,26853174.75,lender_atlas,1787917956.86256,financial_system
A1387,0,8397486.4,lender_delta,1787917956.862565,financial_system
A1388,0,43824056.36,lender_delta,1787917956.86257,financial_system
A1389,1262003.1,5402499.43,lender_prime,1787917956.8625762,financial_system
A1390,0,1101604.15,lender_north,1787917956.862581,financial_system
A1391,5550811.76,12907349.48,lender_prime,1787917956.862586,financial_system
A1392,7681723.99,25386370.24,lender_atlas,1787917956.862591,financial_system
A1393,6471535.94,17631734.74,lender_north,1787917956.862596,financial_system
A1394,0,2189649.42,lender_delta,1787917956.862602,financial_system
A1395,0,740486.74,lender_prime,1787917956.862606,financial_system
A1396,205349.18,1980456.34,lender_north,1787917956.862612,financial_system
A1397,0,3776020.39,lender_atlas,1787917956.862617,financial_system
A1398,0,23050911.65,lender_north,1787917956.862622,financial_system
A1399,0,21472782.06,lender_north,1787917956.862627,financial_system
A1400,0,671194.71,lender_delta,1787917956.862634,financial_system
A1401,475253.92,1121956.56,lender_north,1787917956.8626401,financial_system
A1402,6655708.84,11965727.33,lender_delta,1787917956.862645,financial_system
A1403,0,3666922.01,lender_atlas,1787917956.8626502,financial_system
A1404,1057168.13,2406654.36,lender_north,1787917956.862655,financial_system
A1405,0,8649876.09,lender_delta,1787917956.862659,financial_system
A1406,236106.3,430277.4,lender_prime,1787917956.862665,financial_system
A1407,0,2184235.39,lender_north,1787917956.8626702,financial_system
A1408,602288.44,987573.01,lender_prime,1787917956.862675,financial_system
A1409,9176605.93,13065022.34,lender_north,1787917956.8626812,financial_system
A1410,2507223.12,5638240.06,lender_north,1787917956.862686,financial_system
A1411,0,7017427.05,lender_delta,1787917956.862693,financial_system
A1412,0,577398.98,lender_prime,1787917956.862698,financial_system
A1413,342078.54,856381.39,lender_delta,1787917956.862704,financial_system
A1414,0,15122214.39,lender_delta,1787917956.862709,financial_system
A1415,0,960640.02,lender_north,1787917956.862714,financial_system
A1416,4887.54,280644.75,lender_atlas,1787917956.862719,financial_system
A1417,5764376.09,15513823.58,lender_north,1787917956.862724,financial_system
A1418,0,403649.3,lender_prime,1787917956.862729,financial_system
A1419,0,25331079.95,lender_delta,1787917956.862734,financial_system
A1420,0,22205600.53,lender_prime,1787917956.862738,financial_system
A1421,8014888.7,37155536.34,lender_atlas,1787917956.862744,financial_system
A1422,0,16810598.87,lender_delta,1787917956.8627489,financial_system
A1423,0,4810850.87,lender_prime,1787917956.862754,financial_system
A1424,0,18262983.71,lender_north,1787917956.8627589,financial_system
